day,threshold,low_carbon_count,low_carbon_pct
87,51.989999999999995,25,26.04
88,159.7725,24,25.0
89,60.14,23,23.96
90,73.535,24,25.0
91,92.95,24,25.0
92,79.33500000000001,24,25.0
93,304.0175,24,25.0
94,338.85749999999996,24,25.0
95,266.6375,25,26.04
96,271.12,24,25.0
97,120.0575,23,23.96
98,62.58,24,25.0
99,60.207499999999996,23,23.96
100,150.5625,24,25.0
101,134.0725,25,26.04
102,83.635,23,23.96
103,66.6575,24,25.0
104,74.2,24,25.0
105,63.92750000000001,22,22.92
106,170.45749999999998,24,25.0
107,188.7825,24,25.0
108,103.75,24,25.0
109,64.6575,24,25.0
110,128.2975,24,25.0
111,148.0575,23,23.96
112,287.615,24,25.0
113,56.3475,24,25.0
114,271.12,25,26.04
115,168.4675,23,23.96
116,70.58250000000001,22,22.92
117,155.9375,24,25.0
118,128.965,24,25.0
119,287.385,25,26.04
120,254.845,24,25.0
121,222.6175,24,25.0
122,136.48000000000002,24,25.0
123,123.20249999999999,24,25.0
124,151.4125,24,25.0
125,167.865,24,25.0
126,130.99,24,25.0
127,204.97,23,23.96
128,239.0075,24,25.0
129,157.45749999999998,24,25.0
130,214.88,24,25.0
131,148.005,24,25.0
132,275.855,23,23.96
133,60.41,24,25.0
134,66.235,24,25.0
135,59.4175,24,25.0
136,51.26,25,26.04
137,49.9825,23,23.96
138,91.69500000000001,24,25.0
139,169.815,24,25.0
140,248.945,24,25.0
141,269.3025,24,25.0
142,148.95499999999998,23,23.96
143,49.977500000000006,24,25.0
144,76.935,24,25.0
145,153.7825,24,25.0
146,95.9525,24,25.0
147,212.94,22,22.92
148,241.91250000000002,24,25.0
149,248.8625,24,25.0
150,165.89499999999998,23,23.96
151,179.45749999999998,23,23.96
152,134.42499999999998,24,25.0
153,199.5025,25,26.04
154,187.91,24,25.0
155,50.8925,25,26.04
156,78.36500000000001,24,25.0
157,263.99,24,25.0
158,272.24,24,25.0
159,225.4675,24,25.0
160,184.0975,24,25.0
161,70.57,24,25.0
162,135.115,24,25.0
163,246.8525,24,25.0
164,245.755,24,25.0
165,186.34750000000003,24,25.0
166,47.2775,23,23.96
167,155.575,24,25.0
168,244.8175,24,25.0
169,62.525,24,25.0
170,90.695,24,25.0
171,207.2125,24,25.0
172,161.5875,24,25.0
173,295.6075,24,25.0
174,174.6775,24,25.0
175,281.64,23,23.96
176,274.6,24,25.0
177,220.13750000000002,23,23.96
178,234.2575,24,25.0
179,72.1675,24,25.0
180,129.1125,24,25.0
181,49.47,24,25.0
182,51.879999999999995,24,25.0
183,117.4875,24,25.0
184,115.8475,23,23.96
185,186.51749999999998,24,25.0
186,122.57249999999999,24,25.0
187,55.1275,23,23.96
188,54.9675,24,25.0
189,190.8375,24,25.0
190,71.8175,24,25.0
191,193.795,24,25.0
192,177.07999999999998,24,25.0
193,280.095,24,25.0
194,108.325,24,25.0
195,128.595,24,25.0
196,169.08,24,25.0
197,212.625,24,25.0
198,156.1025,24,25.0
199,293.03499999999997,24,25.0
200,196.5375,24,25.0
201,178.53,24,25.0
202,235.9025,26,27.08
203,86.2375,24,25.0
204,59.62,25,26.04
205,164.42249999999999,24,25.0
206,115.8425,24,25.0
207,196.2175,24,25.0
208,84.7275,24,25.0
209,265.5725,24,25.0
210,297.2275,24,25.0
211,237.315,24,25.0
212,152.715,24,25.0
213,205.255,25,26.04
214,59.08,23,23.96
215,226.0525,24,25.0
216,291.44,25,26.04
217,202.385,23,23.96
218,236.865,24,25.0
219,250.8025,23,23.96
220,53.4025,24,25.0
221,50.765,23,23.96
222,253.7275,24,25.0
223,53.2575,24,25.0
224,128.7825,24,25.0
225,299.28249999999997,25,26.04
226,213.84,25,26.04
227,239.1875,23,23.96
228,287.69500000000005,24,25.0
229,224.2575,25,26.04
230,215.3275,24,25.0
231,188.33249999999998,24,25.0
232,177.5575,24,25.0
233,122.565,24,25.0
234,177.6025,24,25.0
235,269.6575,24,25.0
236,237.41,23,23.96
237,216.6575,24,25.0
238,274.565,24,25.0
239,140.83249999999998,24,25.0
240,157.54500000000002,24,25.0
241,230.95749999999998,24,25.0
242,288.47749999999996,24,25.0
243,48.2675,23,23.96
244,288.53000000000003,24,25.0
245,96.52250000000001,24,25.0
246,201.87,23,23.96
247,208.61,24,25.0
248,168.195,24,25.0
249,274.0,24,25.0
250,247.155,24,25.0
251,70.55,23,23.96
252,79.35749999999999,24,25.0
253,162.8925,23,23.96
254,95.695,24,25.0
255,167.60250000000002,24,25.0
256,149.535,24,25.0
257,107.115,26,27.08
258,60.96,25,26.04
259,127.89,25,26.04
260,184.48000000000002,22,22.92
261,197.51,24,25.0
262,300.4475,22,22.92
263,226.67499999999998,24,25.0
264,110.7175,24,25.0
265,215.1275,24,25.0
266,227.4625,24,25.0
267,55.925,24,25.0
268,124.5725,24,25.0
269,54.03,24,25.0
270,53.75,24,25.0
271,296.40250000000003,24,25.0
272,287.46500000000003,23,23.96
273,301.96000000000004,24,25.0
274,326.24,23,23.96
275,163.7825,24,25.0
276,246.76,24,25.0
277,68.0925,23,23.96
278,191.8725,23,23.96
279,289.9075,24,25.0
280,269.5575,24,25.0
281,264.08,24,25.0
282,176.6775,24,25.0
283,109.145,24,25.0
284,291.415,24,25.0
285,226.0925,24,25.0
286,202.7225,24,25.0
287,161.07,24,25.0
288,249.2925,24,25.0
289,263.30499999999995,26,27.08
290,156.97,24,25.0
291,215.565,23,23.96
292,117.7525,24,25.0
293,186.5475,24,25.0
294,90.44,24,25.0
295,56.015,24,25.0
296,259.3275,24,25.0
297,206.765,24,25.0
298,176.4875,23,23.96
299,185.94,24,25.0
300,229.99,23,23.96
301,78.965,24,25.0
302,134.68,24,25.0
303,211.07,23,23.96
304,161.84750000000003,25,26.04
305,213.4775,24,25.0
306,219.5375,24,25.0
307,161.60000000000002,24,25.0
308,65.3375,25,26.04
309,66.2475,25,26.04
310,251.70499999999998,24,25.0
311,305.28249999999997,23,23.96
312,254.5475,24,25.0
313,273.385,24,25.0
314,270.4175,24,25.0
315,62.6025,25,26.04
316,244.2475,24,25.0
317,238.14000000000001,25,26.04
318,297.40500000000003,24,25.0
319,289.7325,24,25.0
320,280.355,24,25.0
321,199.10750000000002,23,23.96
322,99.815,24,25.0
323,115.77,24,25.0
324,79.5775,25,26.04
325,216.3525,24,25.0
326,197.1525,24,25.0
327,185.735,24,25.0
328,213.48250000000002,24,25.0
329,211.825,25,26.04
330,335.40999999999997,25,26.04
331,313.925,24,25.0
332,221.3725,24,25.0
333,126.51,24,25.0
334,279.46750000000003,24,25.0
335,279.7175,23,23.96
336,238.7425,24,25.0
337,230.965,23,23.96
338,287.11,24,25.0
339,288.66249999999997,23,23.96
340,243.70499999999998,22,22.92
341,219.10999999999999,24,25.0
342,251.8425,24,25.0
343,185.38,24,25.0
344,238.48000000000002,24,25.0
345,253.11249999999998,25,26.04
346,99.5175,24,25.0
347,60.525,24,25.0
348,67.2175,24,25.0
349,277.08000000000004,24,25.0
350,226.905,24,25.0
351,205.07,24,25.0
352,86.7525,23,23.96
353,127.95499999999998,24,25.0
354,104.525,24,25.0
355,304.10249999999996,24,25.0
356,306.46250000000003,24,25.0
357,245.585,24,25.0
358,233.4075,25,26.04
359,284.1075,23,23.96
360,155.865,24,25.0
361,272.15,24,25.0
362,302.195,23,23.96
363,164.4675,24,25.0
364,305.1975,24,25.0
365,294.745,23,23.96
