day,threshold,high_ratio_count,high_ratio_pct
1,0.07921249999999999,23,23.96
2,0.1166,24,25.0
3,0.0915125,24,25.0
4,0.529155,24,25.0
5,0.17312,24,25.0
6,0.3993975,24,25.0
7,0.21132250000000002,25,26.04
8,0.1283075,24,25.0
9,0.44587,24,25.0
10,0.966185,24,25.0
11,0.5845025,24,25.0
12,0.3914975,25,26.04
13,0.1801125,24,25.0
14,0.6386925,24,25.0
15,0.48645,25,26.04
16,0.21784,24,25.0
17,0.1531325,24,25.0
18,0.39063000000000003,24,25.0
19,0.6857475,24,25.0
20,0.4727325,23,23.96
21,1.507465,24,25.0
22,0.685235,23,23.96
23,0.31220000000000003,24,25.0
24,0.22411999999999999,24,25.0
25,0.16732,24,25.0
26,0.2404575,24,25.0
27,1.4600325,24,25.0
28,1.3760075,24,25.0
29,0.1979625,23,23.96
30,0.35962500000000003,25,26.04
31,0.31232750000000004,24,25.0
32,0.4623075,24,25.0
33,1.4179925,23,23.96
34,0.447,24,25.0
35,0.93404,24,25.0
36,0.4321275,25,26.04
37,0.3146,24,25.0
38,0.59684,24,25.0
39,0.28647500000000004,24,25.0
40,0.7906124999999999,24,25.0
41,0.53825,24,25.0
42,1.1738325,24,25.0
43,0.6382099999999999,24,25.0
44,0.7626325,23,23.96
45,0.8659525,24,25.0
46,2.22796,24,25.0
47,0.673705,24,25.0
48,1.22389,24,25.0
49,0.778635,24,25.0
50,0.28595000000000004,25,26.04
51,0.5101775,25,26.04
52,0.8195125000000001,24,25.0
53,0.37948499999999996,23,23.96
54,1.134015,24,25.0
55,0.8583425,24,25.0
56,0.8586550000000001,24,25.0
57,0.3266525,24,25.0
58,0.14157,24,25.0
59,0.5090975,24,25.0
60,0.1159375,23,23.96
61,1.0924375,25,26.04
62,1.0883850000000002,24,25.0
63,0.36911,24,25.0
64,0.2166475,23,23.96
65,0.400435,24,25.0
66,0.5223800000000001,23,23.96
67,0.5089375,25,26.04
68,0.46414500000000003,25,26.04
69,0.4137275,23,23.96
70,0.4452675,24,25.0
71,0.1902,23,23.96
72,0.4210775,24,25.0
73,0.51005,23,23.96
74,0.804185,24,25.0
75,0.691905,24,25.0
76,0.24728499999999998,24,25.0
77,0.8524725,24,25.0
78,0.2162925,24,25.0
79,0.3215,24,25.0
80,0.471205,23,23.96
81,0.6891725,24,25.0
82,0.831135,24,25.0
83,0.4522925,24,25.0
84,1.0483775,24,25.0
85,1.7627549999999998,24,25.0
86,0.8483425,25,26.04
87,1.94984,24,25.0
88,0.6404525000000001,24,25.0
89,1.0029675,24,25.0
90,0.9303825,24,25.0
91,1.1599675,24,25.0
92,0.9652725,24,25.0
93,0.20016499999999998,25,26.04
94,0.094585,24,25.0
95,0.31832,25,26.04
96,0.3080325,24,25.0
97,0.7481374999999999,24,25.0
98,1.1778549999999999,26,27.08
99,0.9206775,23,23.96
100,0.66773,24,25.0
101,0.7408975,25,26.04
102,1.6276875,24,25.0
103,1.0294100000000002,24,25.0
104,2.57931,24,25.0
105,2.7546375,24,25.0
106,0.6225075,24,25.0
107,0.5682775,24,25.0
108,0.8365425,24,25.0
109,1.0764,24,25.0
110,0.7533175,24,25.0
111,0.6741,24,25.0
112,0.2543875,24,25.0
113,1.4531800000000001,24,25.0
114,0.29263249999999996,24,25.0
115,0.627725,23,23.96
116,0.91086,24,25.0
117,0.63841,23,23.96
118,0.7317925000000001,24,25.0
119,0.25700249999999997,25,26.04
120,0.340275,23,23.96
121,0.4463375,24,25.0
122,0.7300774999999999,24,25.0
123,0.7752650000000001,24,25.0
124,0.6829375,24,25.0
125,0.63429,24,25.0
126,0.7487675,24,25.0
127,0.51318,23,23.96
128,0.38937499999999997,23,23.96
129,0.6411024999999999,24,25.0
130,0.480425,24,25.0
131,0.68842,24,25.0
132,0.2872375,23,23.96
133,1.3177150000000002,24,25.0
134,1.3291425000000001,24,25.0
135,2.0115575,23,23.96
136,1.73408,24,25.0
137,1.0460625000000001,24,25.0
138,0.8685274999999999,24,25.0
139,0.6276075,24,25.0
140,0.37837750000000003,24,25.0
141,0.3115325,24,25.0
142,0.6692975,23,23.96
143,1.0247025,24,25.0
144,1.9396075000000002,24,25.0
145,0.6776675,24,25.0
146,0.855255,25,26.04
147,0.485365,24,25.0
148,0.3965375,24,25.0
149,0.3781625,24,25.0
150,0.6395675,23,23.96
151,0.5820775,23,23.96
152,0.7321575,24,25.0
153,0.53407,25,26.04
154,0.5578125,24,25.0
155,1.2787549999999999,23,23.96
156,1.3086875,24,25.0
157,0.3305575,24,25.0
158,0.3038475,24,25.0
159,0.4463925,24,25.0
160,0.580435,24,25.0
161,1.2168925000000002,25,26.04
162,0.7353425,24,25.0
163,0.379085,24,25.0
164,0.3882525,24,25.0
165,0.5676525,24,25.0
166,1.0858400000000001,24,25.0
167,0.6699325,24,25.0
168,0.391405,24,25.0
169,1.133065,24,25.0
170,0.8564149999999999,24,25.0
171,0.495935,24,25.0
172,0.6536474999999999,24,25.0
173,0.2223,25,26.04
174,0.612795,24,25.0
175,0.2723075,24,25.0
176,0.2966925,24,25.0
177,0.46929,23,23.96
178,0.4245175,24,25.0
179,0.91156,24,25.0
180,0.75095,24,25.0
181,2.0997725000000003,24,25.0
182,1.5808525,24,25.0
183,0.7670975,24,25.0
184,0.7900174999999999,23,23.96
185,0.575425,24,25.0
186,0.7742975,24,25.0
187,1.7401425,25,26.04
188,0.9889399999999999,24,25.0
189,0.561705,24,25.0
190,0.9133825,24,25.0
191,0.54686,24,25.0
192,0.6030275,24,25.0
193,0.27985000000000004,24,25.0
194,0.819245,24,25.0
195,0.7386225,24,25.0
196,0.63046,24,25.0
197,0.485345,24,25.0
198,0.671235,24,25.0
199,0.2288875,23,23.96
200,0.5437725,24,25.0
201,0.5946750000000001,24,25.0
202,0.41954250000000004,26,27.08
203,0.849065,24,25.0
204,1.1280025,23,23.96
205,0.638875,24,25.0
206,0.7914525,24,25.0
207,0.5429825,24,25.0
208,0.8690424999999999,24,25.0
209,0.3239775,24,25.0
210,0.2257125,24,25.0
211,0.41000000000000003,24,25.0
212,0.6791050000000001,24,25.0
213,0.509745,24,25.0
214,1.0741225,24,25.0
215,0.44555,24,25.0
216,0.2441375,25,26.04
217,0.52516,23,23.96
218,0.4165025,24,25.0
219,0.3666425,23,23.96
220,1.066395,25,26.04
221,1.5334575,24,25.0
222,0.3455475,24,25.0
223,1.0862175,25,26.04
224,0.7440375,24,25.0
225,0.20901,24,25.0
226,0.47628000000000004,25,26.04
227,0.39793999999999996,23,23.96
228,0.2428825,24,25.0
229,0.453695,25,26.04
230,0.4842925,24,25.0
231,0.5680775,24,25.0
232,0.5979,24,25.0
233,0.7692725,24,25.0
234,0.59094,24,25.0
235,0.30948,24,25.0
236,0.41196,23,23.96
237,0.480275,24,25.0
238,0.2929425,24,25.0
239,0.6932375000000001,24,25.0
240,0.6342825,24,25.0
241,0.4310175,24,25.0
242,0.24768,23,23.96
243,1.2949825,24,25.0
244,0.25329,24,25.0
245,0.858365,24,25.0
246,0.52696,23,23.96
247,0.5032975,24,25.0
248,0.6327825,24,25.0
249,0.299255,24,25.0
250,0.36691,24,25.0
251,1.6522925,24,25.0
252,0.9066875,24,25.0
253,0.64952,23,23.96
254,0.8471150000000001,24,25.0
255,0.60883,24,25.0
256,0.6898725,24,25.0
257,0.7841925000000001,24,25.0
258,1.01319,24,25.0
259,0.7258525,24,25.0
260,0.5770974999999999,24,25.0
261,0.54073,24,25.0
262,0.211305,24,25.0
263,0.448295,24,25.0
264,0.8146225,24,25.0
265,0.4843225,24,25.0
266,0.43764000000000003,24,25.0
267,1.1161125,24,25.0
268,0.7709425000000001,24,25.0
269,1.3529325,24,25.0
270,1.0451525,24,25.0
271,0.2285775,24,25.0
272,0.24997750000000002,25,26.04
273,0.20676,24,25.0
274,0.1307475,23,23.96
275,0.6130475,24,25.0
276,0.3849625,24,25.0
277,1.5729000000000002,24,25.0
278,0.53756,23,23.96
279,0.2403225,24,25.0
280,0.2986625,24,25.0
281,0.3136575,23,23.96
282,0.6063475,24,25.0
283,0.785045,24,25.0
284,0.23651,23,23.96
285,0.4494975,24,25.0
286,0.5242775,24,25.0
287,0.6557200000000001,24,25.0
288,0.3727025,24,25.0
289,0.329545,26,27.08
290,0.66084,24,25.0
291,0.48236500000000004,23,23.96
292,0.7778275,24,25.0
293,0.5748775,24,25.0
294,0.8468075,24,25.0
295,1.9087325000000002,25,26.04
296,0.3289525,24,25.0
297,0.482155,24,25.0
298,0.6065775,23,23.96
299,0.5772375000000001,24,25.0
300,0.436725,23,23.96
301,0.922245,24,25.0
302,0.739025,24,25.0
303,0.49785250000000003,23,23.96
304,0.6444725,25,26.04
305,0.4768,24,25.0
306,0.4651825,24,25.0
307,0.629505,24,25.0
308,1.0401075,24,25.0
309,1.0644375,24,25.0
310,0.36433000000000004,24,25.0
311,0.200165,23,23.96
312,0.3605475,24,25.0
313,0.29629249999999996,24,25.0
314,0.3106025,24,25.0
315,1.1412275,24,25.0
316,0.37718,24,25.0
317,0.40935,24,25.0
318,0.2157775,24,25.0
319,0.24207,25,26.04
320,0.2752925,24,25.0
321,0.5099475,23,23.96
322,1.533505,25,26.04
323,0.7521825,24,25.0
324,0.9275175,24,25.0
325,0.48126,24,25.0
326,0.540795,24,25.0
327,0.571045,24,25.0
328,0.4889825,24,25.0
329,0.49243750000000003,25,26.04
330,0.1054575,25,26.04
331,0.1728425,24,25.0
332,0.45228749999999995,24,25.0
333,0.755925,24,25.0
334,0.2772525,24,25.0
335,0.2812075,23,23.96
336,0.39170249999999995,24,25.0
337,0.429985,24,25.0
338,0.25791749999999997,24,25.0
339,0.2478225,23,23.96
340,0.378485,23,23.96
341,0.45953,24,25.0
342,0.369235,24,25.0
343,0.5790025,24,25.0
344,0.4113425,24,25.0
345,0.361945,25,26.04
346,0.82971,24,25.0
347,1.3353625,25,26.04
348,1.2889374999999998,24,25.0
349,0.2768675,24,25.0
350,0.443225,24,25.0
351,0.49592749999999997,24,25.0
352,0.85975,24,25.0
353,0.75971,24,25.0
354,0.83375,24,25.0
355,0.2042825,24,25.0
356,0.1954475,24,25.0
357,0.38747000000000004,24,25.0
358,0.4273125,25,26.04
359,0.26138249999999996,23,23.96
360,0.672035,24,25.0
361,0.2946825,24,25.0
362,0.19829750000000002,23,23.96
363,0.610545,24,25.0
364,0.190995,24,25.0
365,0.2311675,23,23.96
