31900.0,0,0
31800.0,0,0
31600.0,0,0
31300.0,0,0
30929.959,0,0
30442.76,0,0
29959.597,1,1
29576.495,1,1
29000.0,1,1
28600.0,1,1
28300.0,1,1
28000.0,1,1
27800.0,1,1
27600.0,1,1
27600.0,1,1
27600.0,1,1
27600.0,1,1
27795.977,1,1
28195.976,1,1
28495.975,1,1
28895.974,1,1
29366.652,1,1
29807.995,1,1
30349.318,0,0
30790.619,0,0
31210.143,0,0
31507.93,0,0
31800.0,0,0
32000.0,0,0
32043.965,0,0
31726.691,0,0
31325.604,0,0
30919.351,0,0
30609.516,0,0
30291.194,1,0
30730.459,0,0
31729.989,0,0
32680.718,0,0
32908.121,0,0
32101.927,0,0
30117.548,1,1
29534.061,1,1
30619.64,0,0
31759.242,0,0
32539.683,0,0
32676.634,0,0
32318.257,0,0
33041.875,0,0
34740.66,0,0
36341.276,0,0
36741.357,0,0
36375.403,0,0
35623.933,0,0
34737.362,0,0
34067.532,0,0
33138.992,0,0
32148.851,0,0
31568.755,0,0
31497.187,0,0
31871.527,0,0
32638.603,0,0
32745.809,0,0
31548.626,0,0
30063.823,1,1
28046.215,1,1
27841.727,1,1
29892.181,1,1
31706.453,0,0
33698.744,0,0
34839.651,0,0
35148.813,0,0
35357.976,0,0
35667.138,0,0
36230.479,0,0
37148.132,0,0
37800.628,0,0
38353.532,0,0
38579.943,0,0
38379.773,0,0
38179.603,0,0
37979.434,0,0
37586.003,0,0
37099.311,0,0
36712.62,0,0
36225.928,0,0
36152.539,0,0
36592.564,0,0
36918.646,0,0
36594.742,0,0
36341.509,0,0
36058.939,0,0
35776.389,0,0
35500.0,0,0
34700.0,0,0
33700.0,0,0
32700.0,0,0
31700.0,0,0
31100.0,0,0
31000.0,0,0
30900.0,0,0
30800.0,0,0
30600.0,0,0
30070.382,0,0
29515.254,0,0
28282.078,1,1
26957.853,1,1
25578.952,1,1
23671.099,1,1
21862.39,1,1
21148.71,1,1
21631.012,1,1
22013.728,1,1
22496.858,1,1
22175.592,1,1
21249.209,1,1
20221.468,1,1
18817.72,1,1
18915.269,1,1
20615.236,1,1
21940.192,1,1
23264.885,1,1
23783.129,1,1
23494.2,1,1
23204.85,1,1
22915.079,1,1
23799.593,1,1
25915.896,1,1
27403.608,1,1
28649.097,0,0
29510.31,0,0
30836.484,0,0
31681.14,0,0
32090.934,0,0
32544.093,0,0
32941.187,0,0
33459.523,0,0
34099.385,0,0
34755.254,0,0
35326.516,0,0
35337.821,0,0
34883.791,0,0
34644.048,0,0
34632.62,0,0
34754.128,0,0
35293.055,0,0
35380.828,0,0
35017.088,0,0
34434.555,0,0
34271.935,0,0
33784.173,0,0
33071.395,0,0
33146.329,0,0
33847.047,0,0
35855.088,0,0
37714.779,0,0
38263.905,0,0
38371.173,0,0
37783.14,0,0
36861.608,0,0
36537.205,0,0
36708.543,0,0
37339.492,0,0
38229.941,0,0
38925.051,0,0
39460.345,0,0
39454.087,0,0
38872.335,0,0
38390.533,0,0
37808.68,0,0
37937.221,0,0
38725.025,0,0
38721.86,0,0
38818.73,0,0
38666.403,0,0
38400.0,0,0
38100.0,0,0
37800.0,0,0
37500.0,0,0
37400.0,0,0
37300.0,0,0
37200.0,0,0
37000.0,0,0
36800.0,0,0
36500.0,0,0
36300.0,0,0
36100.0,0,0
35800.0,0,0
35600.0,0,0
35400.0,0,0
34800.0,0,0
33900.0,0,0
32900.0,0,0
32000.0,0,0
31400.0,0,0
31300.0,0,0
31200.0,0,0
31000.0,0,0
30800.0,0,0
30400.0,0,0
30100.0,0,0
29700.0,0,0
29500.0,0,0
29200.0,1,1
29000.0,1,1
28700.0,1,1
28600.0,1,1
28500.0,1,1
28400.0,1,1
28300.0,1,1
28300.0,1,1
28300.0,1,1
28400.0,1,1
28400.0,1,1
28600.0,1,1
28800.0,1,1
29000.0,1,1
29200.0,1,1
29500.0,0,0
29800.0,0,0
30100.0,0,0
30400.0,0,0
30623.34,0,0
30958.572,0,0
31288.952,0,0
31516.682,0,0
31679.238,0,0
31661.644,0,0
32383.46,0,0
33653.362,0,0
34928.739,0,0
36005.194,0,0
36018.218,0,0
34937.448,0,0
33812.474,0,0
32653.855,0,0
32681.501,0,0
33898.742,0,0
34639.082,0,0
35156.539,0,0
35589.321,0,0
36137.37,0,0
36404.411,0,0
36390.587,0,0
36785.585,0,0
37786.253,0,0
38759.154,0,0
39599.195,0,0
39621.753,0,0
38834.662,0,0
38200.08,0,0
37655.348,0,0
37569.989,0,0
38075.061,0,0
38572.558,0,0
39064.004,0,0
39374.011,0,0
39405.931,0,0
39538.26,0,0
39478.234,0,0
39350.372,0,0
38402.015,0,0
37045.846,0,0
34604.468,0,0
31927.627,0,0
28526.203,1,1
26824.186,1,1
27022.107,1,1
27220.169,1,1
27418.373,1,1
28417.673,1,1
30418.55,0,0
31837.14,0,0
33147.983,0,0
33753.439,0,0
33553.079,0,0
33352.718,0,0
33252.358,0,0
32758.571,0,0
32071.201,0,0
31283.621,0,0
30595.832,0,0
30248.295,0,0
30241.206,0,0
30234.169,0,0
30327.185,0,0
29773.246,0,0
28772.314,1,1
27771.382,1,1
26770.449,1,1
26314.132,0,0
26502.895,0,0
26692.277,0,0
26882.282,0,0
26925.145,0,0
26620.391,0,0
26315.626,0,0
26010.849,0,0
25409.501,0,0
24510.538,0,0
23710.169,0,0
22808.389,0,0
21931.015,0,0
21077.882,0,0
20157.934,0,0
19027.122,0,0
17482.247,0,0
15421.342,0,0
12424.433,0,0
8693.312,0,0
9327.134,0,0
14341.105,0,0
17487.89,0,0
20355.045,0,0
22785.964,0,0
25043.895,0,0
26984.576,0,0
28545.014,0,0
28028.201,0,0
24162.927,0,0
18762.859,0,0
11800.936,0,0
6780.461,1,1
4826.322,1,1
3741.725,1,1
4226.64,1,1
5093.16,1,1
6410.713,1,1
7132.9,1,1
7298.207,1,1
8502.927,0,0
10955.39,0,0
10402.671,0,0
6336.742,1,1
3162.572,1,1
727.024,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
1808.775,1,1
4817.244,1,1
6608.834,1,1
7533.747,0,0
8405.233,0,0
9307.368,0,0
13054.304,0,0
18932.154,0,0
22767.622,0,0
25208.785,0,0
30887.57,0,0
37335.523,0,0
39400.0,0,0
39200.0,0,0
38906.977,0,0
38708.04,0,0
38458.466,0,0
38358.337,0,0
38258.207,0,0
38158.077,0,0
37808.371,0,0
37409.008,0,0
37009.538,0,0
36609.96,0,0
36439.478,0,0
36398.277,0,0
36357.219,0,0
36416.303,0,0
36236.171,0,0
36016.618,0,0
35696.935,0,0
35477.123,0,0
35236.99,0,0
34976.666,0,0
34716.384,0,0
34456.145,0,0
33885.952,0,0
33005.788,0,0
32025.645,0,0
31145.524,0,0
30505.186,0,0
29641.146,0,0
28106.666,0,0
26309.086,0,0
24468.274,0,0
23123.86,1,1
21778.432,1,1
20050.52,1,1
19849.249,1,1
20975.202,1,1
21819.186,1,1
22562.723,1,1
23506.638,0,0
24450.933,0,0
25123.18,0,0
25793.31,0,0
25357.615,0,0
23825.831,0,0
21733.694,1,1
19448.442,1,1
18832.274,1,1
20460.813,1,1
21806.69,1,1
23052.12,1,1
23251.324,1,1
22503.872,1,1
21755.403,1,1
20623.338,1,1
21273.675,1,1
23172.59,1,1
24913.185,0,0
26562.499,0,0
26001.425,0,0
23826.065,0,0
23918.976,0,0
26204.739,0,0
27986.523,0,0
29269.188,0,0
29468.158,0,0
28733.813,0,0
28193.184,0,0
27949.675,0,0
27601.111,0,0
26947.802,0,0
26094.028,0,0
25032.597,0,0
24125.68,0,0
23378.346,1,1
18288.74,1,1
8861.473,1,1
8506.171,1,1
17025.443,1,1
24253.415,0,0
27795.799,0,0
28745.806,0,0
29297.858,0,0
30318.768,0,0
32094.98,0,0
32600.695,0,0
31840.287,0,0
31058.196,0,0
29994.513,0,0
30669.063,0,0
32889.611,0,0
34745.19,0,0
35975.621,0,0
36221.407,0,0
35810.454,0,0
35169.922,0,0
33803.954,0,0
32373.693,0,0
30942.478,0,0
30075.144,0,0
29872.406,0,0
29669.667,0,0
29466.925,0,0
30299.858,0,0
31969.585,0,0
33391.072,0,0
34320.18,0,0
34214.69,0,0
33073.269,0,0
31702.793,0,0
29921.499,0,0
28929.205,0,0
28826.871,0,0
28624.536,0,0
28522.199,0,0
28617.05,0,0
29009.412,0,0
29402.201,0,0
29795.419,0,0
29442.636,0,0
28443.369,0,0
27443.886,0,0
26444.185,0,0
24924.061,0,0
22671.831,0,0
19815.958,0,0
16957.195,0,0
13906.589,0,0
12389.439,0,0
10771.072,1,1
9151.485,1,1
8841.66,1,1
9643.265,1,1
10445.871,1,1
11349.482,1,1
12168.051,0,0
12901.426,0,0
13672.247,0,0
14175.221,0,0
14678.637,0,0
15282.494,0,0
15886.795,0,0
16491.539,0,0
17296.728,0,0
18302.362,0,0
19308.441,0,0
20314.967,0,0
20609.731,0,0
20392.109,0,0
20074.104,0,0
19755.716,0,0
19562.688,0,0
19457.622,0,0
19336.78,0,0
19207.453,0,0
19165.023,0,0
19006.73,0,0
18718.613,0,0
18199.644,0,0
17568.4,0,0
16915.338,0,0
18304.655,0,0
21309.712,0,0
23411.538,0,0
21540.102,0,0
20886.922,0,0
18770.672,0,0
15854.07,0,0
12066.212,0,0
8397.159,1,1
5272.677,1,1
494.279,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
1185.62,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
6204.924,1,1
15368.334,0,0
23424.161,0,0
28958.827,0,0
33096.607,0,0
35508.552,0,0
37239.786,0,0
38108.323,0,0
38766.651,0,0
39085.955,0,0
39066.05,0,0
39046.13,0,0
39026.196,0,0
38975.973,0,0
38700.0,0,0
38500.0,0,0
38200.0,0,0
37900.0,0,0
37700.0,0,0
37500.0,0,0
37200.0,0,0
36900.0,0,0
36600.0,0,0
36200.0,0,0
35900.0,0,0
35600.0,0,0
35300.0,0,0
35000.0,0,0
34600.0,0,0
34200.0,0,0
33500.0,0,0
32800.0,0,0
32100.0,0,0
31600.0,0,0
31300.0,0,0
31000.0,0,0
30700.0,0,0
30300.0,0,0
30000.0,0,0
29600.0,0,0
29200.0,0,0
28900.0,0,0
28500.0,0,0
28200.0,0,0
27900.0,0,0
27700.0,0,0
27800.0,0,0
27800.0,0,0
27800.0,0,0
28000.0,0,0
28200.0,0,0
28500.0,0,0
28700.0,0,0
29200.0,0,0
29700.0,0,0
30300.0,0,0
30900.0,0,0
31300.0,0,0
31400.0,0,0
31600.0,0,0
31700.0,0,0
31374.947,0,0
30673.3,0,0
29851.986,0,0
29021.07,0,0
28623.85,0,0
28564.688,0,0
27671.156,0,0
25936.64,0,0
23136.964,1,1
19137.91,1,1
15633.191,1,1
12542.791,1,1
10561.966,1,1
9899.643,1,1
10310.824,1,1
12009.426,1,1
13092.799,1,1
13618.849,1,1
15448.677,1,1
18755.802,1,1
23168.204,1,1
26790.296,0,0
26960.614,0,0
24075.774,1,1
19960.094,1,1
16103.798,1,1
15888.377,1,1
19095.564,1,1
22396.74,1,1
24672.001,1,1
25407.589,0,1
22555.871,1,1
16833.034,1,1
12001.918,1,1
16101.901,1,1
26848.407,0,0
32665.795,0,0
34847.642,0,0
36427.84,0,0
37521.577,0,0
38300.0,0,0
38800.0,0,0
39400.0,0,0
40000.0,0,0
40200.0,0,0
40100.0,0,0
40000.0,0,0
39856.052,0,0
39566.357,0,0
39166.629,0,0
38866.829,0,0
38466.957,0,0
38146.844,0,0
38006.574,0,0
37866.348,0,0
37626.165,0,0
37326.066,0,0
36865.987,0,0
36405.864,0,0
35945.697,0,0
35535.525,0,0
35275.402,0,0
35015.308,0,0
34655.243,0,0
34175.162,0,0
33275.044,0,0
32374.927,0,0
31574.809,0,0
31104.814,0,0
31064.967,0,0
30925.154,0,0
30885.373,0,0
30595.388,0,0
30255.16,0,0
